CMTE_ID|CMTE_NM|CMTE_TP|CMTE_DSGN|CMTE_FILING_FREQ|TTL_RECEIPTS|TRANS_FROM_AFF|INDV_CONTRIB|OTHER_POL_CMTE_CONTRIB|CAND_CONTRIB|CAND_LOAN|TTL_LOANS_RECEIVED|TTL_DISB|TRANF_TO_AFF|INDV_REFUNDS|OTHER_POL_CMTE_REFUNDS|CAND_LOAN_REPAY|LOAN_REPAY|COH_BOP|COH_COP|DEBTS_OWED_BY|NONFED_TRANS_RECEIVED|CONTRIB_TO_OTHER_CMTE|IND_EXP|PTY_COORD_EXP|NONFED_SHARE_EXP|CVG_END_DT
C00360610|SECURITY SERVICE FEDERAL CREDIT UNION PAC|Q|U|Q|10725.66|0|10725.66|0|0|0|0|5500|0|0|0|0|0|100606.39|105832.05|0|0|5500|0|0|0|06/30/2019
C00360669|SOUTHWEST AIRLINES PILOTS' ASSOCIATION POLITICAL ACTION COMMITTEE (SWAPA PAC)|Q|U|Q|126882.52|0|126882.52|0|0|0|0|186128|0|0|0|0|0|280481.04|221235.56|0|0|186000|0|0|0|06/30/2019
C00361014|SODEXO INC. POLITICAL ACTION COMMITTEE|Q|B|Q|3394|0|3394|0|0|0|0|5171.03|0|0|0|0|0|124781.33|123004.3|0|0|5000|0|0|0|06/30/2019
C00361139|MINNESOTA HOUSE DFL CAUCUS|Y|U|Q|7500|0|0|7500|0|0|0|25000|0|0|0|0|0|23000.01|5500.01|56025.63|0|25000|0|0|0|06/30/2019
C00361253|FLORIDA TRANSPORTATION BUILDERS ASSOCIATION, INC. FEDERAL PAC|Q|U|Q|37027|0|37027|0|0|0|0|3089.5|0|0|0|0|0|4581.3|38518.8|0|0|1000|0|0|0|06/30/2019
C00361410|SOUTHERN CALIFORNIA FUND|Q|D|Q|5000|0|0|5000|0|0|0|15080.82|0|0|0|0|0|54591.38|44510.56|273.27|0|0|0|0|0|06/30/2019
C00361485|EIGHTH CONGRESSIONAL DISTRICT REPUBLICAN PARTY OF MINNESOTA|Y|U|M|18845|0|18845|0|0|0|0|22879.6|0|0|0|0|0|11489.13|7454.53|0|0|10000|0|0|0|10/31/2019
C00361493|GREEN PARTY OF WASHINGTON STATE|X|U|Q|8862.26|863.01|7799.25|0|0|0|0|1987.58|0|0|0|0|0|466.79|7341.47|0|200|0|0|0|1408.12|09/30/2019
C00361535|WILLIAMS PAC INC (WILLIAMS PAC)|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|07/31/2019
C00361741|INTUIT INC. 21ST CENTURY LEADERSHIP FUND|Q|B|Q|45828.3|0|45828.3|0|0|0|0|14000|0|0|0|0|0|74240.23|106068.53|0|0|14000|0|0|0|06/30/2019
C00361758|T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)|Q|B|M|638989.2|0|632280.94|0|0|0|0|641867.75|0|-157.25|0|0|0|463270.67|460392.12|0|0|641500|0|0|0|09/30/2019
C00361923|UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AMERICAN LOCAL 1024 P A C|Q|U|Q|0|0|0|0|0|0|0|500|0|0|0|0|0|5800.64|5300.64|0|0|0|0|0|0|06/30/2019
C00361949|TRIUMPH GROUP INC PAC|Q|B|Q|33443|0|33443|0|0|0|0|32000|0|0|0|0|0|118657.09|120100.09|0|0|32000|0|0|0|06/30/2019
C00361956|21ST CENTURY MAJORITY FUND|Q|D|M|333756.58|61532.58|32724|239500|0|0|0|302916.51|0|0|0|0|0|398164.06|429004.13|0|0|102500|0|0|0|09/30/2019
C00362178|FAMILY-PAC FEDERAL|Q|U|Q|31150|0|31150|0|0|0|0|29948.94|0|0|0|0|4000|684.33|1885.39|2500|0|2000|0|0|0|06/30/2019
C00362210|O'NEILL AND ASSOCIATES PAC|Q|B|Q|8784.08|0|8784.08|0|0|0|0|7009.57|0|0|0|0|0|-2071.97|-297.46|0|0|6500|0|0|0|06/30/2019
C00362236|COMMITTEE FOR SOUTHWEST VIRGINIA|Q|D|Q|384.1|0|0|0|0|0|0|16663.63|0|0|0|0|0|368512.66|352233.13|0|0|0|0|0|0|06/30/2019
C00362327|AMERICAN SOCIETY OF RADIOLOGIC TECHNOLOGISTS PAC|Q|U|Q|803.55|0|803.55|0|0|0|0|1083.61|0|0|0|0|0|14329.83|14049.77|0|0|1000|0|0|0|06/30/2019
C00362384|JOBS, OPPORTUNITIES AND EDUCATION PAC (JOE-PAC)|Q|D|Q|0|0|0|0|0|0|0|35932.03|0|0|0|0|0|191423.4|155491.37|0|0|17000|0|0|0|06/30/2019
C00362582|ENGILITY CORPORATION - TASC PAC|Q|U|T|0|0|0|0|0|0|0|23327.92|23214.76|0|0|0|0|23327.92|0|0|0|0|0|0|0|06/07/2019
C00362608|COMMONWEALTH ASSOCIATION OF SCHOOL ADMINISTRATORS - TEAMSTERS LOCAL 502 PAC|Q|U|Q|4631.88|0|4630|0|0|0|0|6|0|0|0|0|0|11627|16252.88|0|0|0|0|0|0|06/30/2019
C00362624|CALIFORNIA RICE INDUSTRY ASSOCIATION FUND (CALIFORNIA RICE FUND)|Q|U|Q|23850|0|21800|2050|0|0|0|52110.26|0|700|0|0|0|74824.18|46563.92|0|0|51000|0|0|0|06/30/2019
C00362632|SWING STATES FOR A CONSERVATIVE WHITE HOUSE PAC INC|N|U|Q||||||||||||||||||||||
C00362640|CALPINE CORPORATION PAC|Q|B|M|149841.93|0|149841.93|0|0|0|0|162050|0|0|0|0|0|71394.77|59186.7|0|0|117500|0|0|0|09/30/2019
C00362707|CISCO SYSTEMS, INC. FEDERAL PAC, AKA CISCO SYSTEMS EPAC|Q|B|M|153644.95|0|153644.95|0|0|0|0|153055|0|0|0|0|0|72831.94|73421.89|0|0|153000|0|0|0|09/30/2019
C00363069|MARYLAND & VIRGINIA MILK PRODUCERS COOPERATIVE ASSOCIATION INC POLITICAL ACTION COMMITTEE|Q|U|Q|2480.6|0|2480.6|0|0|0|0|4500|0|0|0|0|0|17076.4|15057|0|0|4500|0|0|0|06/30/2019
C00363192|ELECTRONIC RETAILING ASSOCIATION (E-RETAIL PAC)|Q|U|Q||||||||||||||||||||||
C00363317|JERRY'S POLITICAL ACTION COMMITTEE (JERRY'S PAC)|Q|D|M|26000|0|11000|15000|0|0|0|18130.99|0|5000|0|0|0|31709.82|39578.83|0|0|9500|0|0|0|09/30/2019
C00363648|FIRST STATE PAC|Q|D|Q|192018.94|0|17000|175000|0|0|0|151145.15|0|0|0|0|0|24320.46|65194.25|0|0|53500|0|0|0|06/30/2019
C00363770|PEOPLE FOR ENTERPRISE TRADE AND ECONOMIC GROWTH (PETE PAC)|Q|U|M|5000|0|0|5000|0|0|0|16860.13|0|0|0|0|0|76941.01|65080.88|0|0|0|0|0|0|09/30/2019
C00363812|RECREATIONAL FISHING ALLIANCE PAC|Q|U|Q|14326.34|0|14289.18|0|0|0|0|9886.8|0|5500|0|0|0|124.84|4564.38|0|0|2500|0|0|0|06/30/2019
C00364109|AMERICAN CABLE ASSOCIATION INC PAC (ACA PAC)|Q|B|M|95875|0|92875|3000|0|0|0|95968.9|0|0|0|0|0|208206.35|208112.45|0|0|95300|0|0|0|09/30/2019
C00364133|DUANE MORRIS GOVERNMENT COMMITTEE|Q|B|Q|168058.82|0|165750|0|0|0|0|98625.06|0|0|0|0|0|108858.1|178291.86|0|0|53000|0|0|0|06/30/2019
C00364158|THE AMERICAN CONGRESS OF OB-GYNS PAC (OB-GYN PAC)|Q|B|Q|430764.84|0|430758.38|0|0|0|0|294805.02|0|3567|0|0|0|377617.11|513576.93|0|0|269800|0|0|0|09/30/2019
C00364174|TOGETHER FOR OUR MAJORITY POLITICAL ACTION COMMITTEE (TOMPAC)|Q|D|M|22.2|0|0|0|0|0|0|17467.78|0|0|0|0|0|271277.14|253831.56|0|0|6000|0|0|0|09/30/2019
C00364323|SAGINAW COUNTY DEMOCRATIC PARTY FEDERAL POLITICAL ACTION COMMITTEE|Y|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|2185.24|2185.24|0|0|0|0|0|0|06/30/2019
C00364778|BANK OF AMERICA CORPORATION FEDERAL PAC|Q|B|M|423619.19|0|423619.19|0|0|0|0|309381.42|0|1381.42|0|0|0|234673.68|348911.45|0|0|308000|0|0|0|09/30/2019
C00364935|PENNSYLVANIA BILL PAC|N|U|T|434.07|0|0|0|0|0|0|656761.84|629209.99|0|0|0|0|656327.77|0|0|0|0|0|0|0|09/30/2019
C00364992|Q FED PAC|Q|U|M|0|0|0|0|0|0|0|0|0|0|0|0|0|30344.67|30344.67|0|0|0|0|0|0|09/30/2019
C00365502|BWX TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE|Q|B|M|176992.06|0|176992.06|0|0|0|0|233310.13|0|0|0|0|0|179850.72|123532.65|0|0|233000|0|0|0|09/30/2019
C00365536|CHC BOLD PAC|Q|U|M|3211511.04|17003.26|2262475.33|931000|0|0|0|2147301.2|0|91424.96|0|0|0|593271.02|1657480.86|0|0|107906.24|0|0|0|09/30/2019
C00365551|KPAC|Q|D|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|11535.95|11535.95|0|0|0|0|0|0|06/30/2019
C00365684|ROCKWELL COLLINS INC. EMPLOYEE PAC|Q|B|T|15303.81|0|15303.81|0|0|0|0|57298.06|58298.06|0|0|0|0|41994.25|0|0|0|-1000|0|0|0|05/17/2019
C00366229|LARSON DESIGN GROUP PAC|N|U|Q|1234.75|0|1234.75|0|0|0|0|2000|0|0|0|0|0|1511|746.37|0|0|2000|0|0|0|09/30/2019
C00366682|HERO'S FUND|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|13655|13655|0|0|0|0|0|0|06/30/2019
C00366872|DETROIT REGIONAL CHAMBER FED PAC|N|U|Q|150|0|0|150|0|0|0|0|0|0|0|0|0|696.99|846.99|0|0|0|0|0|0|06/30/2019
C00367383|IDT CORPORATION PAC ('IDT PAC')|Q|U|Q|8158.93|0|8158.93|0|0|0|0|10250|0|0|0|0|0|18487.3|16396.23|0|0|10000|0|0|0|06/30/2019
C00367524|AMERICAN ENTERPRISE MUTUAL HOLDING COMPANY PAC|Q|U|T|0|0|0|0|0|0|0|48324.05|0|0|0|0|0|48324.05|0|0|0|20000|0|0|0|06/30/2019
C00367680|FRIENDS OF GINNY BROWN-WAITE|Q|U|Q|0|0|0|0|0|0|0|-1328.04|0|0|0|0|0|126796.87|128124.91|0|0|-2000|0|0|0|06/30/2019
C00367847|LINCOLN CLUB OF SOUTHWEST RIVERSIDE COUNTY PAC|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|1000|0|0|0|0|0|0|06/30/2019
C00368142|OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE|Q|B|M|197480|0|197480|0|0|0|0|140014|5000|2500|0|0|0|91111.45|148577.45|0|0|132500|0|0|0|09/30/2019
C00368159|7TH CONGRESSIONAL DISTRICT DEMOCRATIC PARTY OF WISCONSIN|X|U|Q|1.31|0|0|0|0|0|0|247.46|0|0|0|0|0|5486.31|5240.16|0|0|0|0|0|0|06/30/2019
C00368332|WASHINGTON WOMEN FOR CHOICE|Q|U|Q|20250|0|20250|0|0|0|0|21859.7|0|0|0|0|0|26156.75|24547.05|0|0|20000|0|0|0|06/30/2019
C00368365|AMERICAN ASSOCIATION OF CLINCIAL ENDOCRINOLOGISTS INCPAC AACEPAC|Q|U|Q|6915.08|0|6588|0|0|0|0|1077|0|0|0|0|0|93251.23|99089.31|0|0|1000|0|0|0|06/30/2019
C00368415|U.A. PLUMBERS & STEAMFITTERS LOCAL NO. 22 P.A.C., INC.|Q|U|Q|36866.28|0|36866.28|0|0|0|0|48405.87|0|0|0|0|0|113079|101539.41|0|0|0|0|0|0|06/30/2019
C00368902|DAVID VOLKERT & ASSOCIATES, INC. POLITICAL ACTION COMMITTEE ('DVA/HC PAC')|Q|U|M|25292.12|0|25292.12|0|0|0|0|13000|0|0|0|0|0|210711.71|223003.83|0|0|13000|0|0|0|10/31/2019
C00368993|WINNING STRATEGIES WASHINGTON PAC|Q|B|Q|14000|0|14000|0|0|0|0|8000|0|0|0|0|0|9888.77|15888.77|0|0|8000|0|0|0|06/30/2019
C00369058|VAN SCOYOC ASSOCIATES, INC. PAC|Q|B|M|23010|0|23010|0|0|0|0|25307.24|0|0|0|0|0|60752.46|58455.22|0|0|25293.24|0|0|0|09/30/2019
C00369090|THE WENDYS COMPANY POLITICAL ACTION COMMITTEE|Q|U|M|204067.21|0|204067.21|0|0|0|0|59300|0|0|0|0|0|541628.19|686395.4|0|0|49300|0|0|0|09/30/2019
C00369660|VEN-PAC|Q|B|Q|67910.76|0|67910.76|0|0|0|0|55731.39|0|0|0|0|0|88669.72|100849.09|0|0|55000|0|0|0|06/30/2019
C00369751|DELL TECHNOLOGIES POLITICAL ACTION COMMITTEE|Q|B|Q|367167.15|0|367167.15|0|0|0|0|220531.92|0|-43.08|0|0|0|386606.4|533241.63|0|0|220500|0|0|0|06/30/2019
C00369827|AMALGAMATED LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE|N|U|T|-20.83|0|0|0|0|0|0|0|0|0|0|0|0|20.83|0|0|0|0|0|0|0|02/28/2019
C00370114|CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE|Q|B|Q|116748.19|0|116748.19|0|0|0|0|168500|0|0|0|0|0|167542.61|115790.8|0|0|168500|0|0|0|06/30/2019
C00370122|COMMITTEE FOR A DEMOCRATIC FUTURE|Q|D|M|65300|0|40800|24500|0|0|0|51953.53|0|0|0|0|0|2597.58|15944.05|0|0|7000|0|0|0|09/30/2019
C00370130|FINANCIAL PLANNING ASSOCIATION POLITICAL ACTION COMMITTEE|Q|B|Q|24417.09|0|24417.09|0|0|0|0|7075.98|0|5000|0|0|0|35900|53241.11|0|0|-1000|0|0|0|06/30/2019
C00370213|AMERICAN HEALTH QUALITY ASSOCIATION POLITICAL ACTION COMMITTEE (AHQA-PAC)|Q|B|M|200|0|200|0|0|0|0|2500|0|0|0|0|0|19231.98|16931.98|0|0|2500|0|0|0|09/30/2019
C00370221|GREEN PARTY OF THE UNITED STATES|X|U|M|187797.51|0|187116.86|0|0|0|0|156418.75|1000|0|0|0|0|99639.65|131018.41|0|0|0|0|0|0|09/30/2019
C00370270|COOPER TIRE & RUBBER COMPANY POLITICAL ACTION COMMITTEE|Q|U|Q|11085.8|0|11085.8|0|0|0|0|3500|0|0|0|0|0|79402.74|86988.54|0|0|0|0|0|0|09/30/2019
C00370569|PENNSYLVANIA ASSOC OF STAFF NURSES AND ALLIED PROFESSIONALS PASNAP-PAC|Q|U|Q|58848.24|0|58848.24|0|0|0|0|51825.11|0|2100|0|0|0|56391.18|63414.31|0|0|0|0|0|0|09/30/2019
C00370577|WORLD ACCEPTANCE CORPORATION POLITICAL ACTION COMMITTEE|Q|U|M|13007.99|0|13007.99|0|0|0|0|10625.7|0|0|0|0|0|48782.64|51164.93|0|0|1000|0|0|152.3|09/30/2019
C00370585|MAXAR TECHNOLOGIES INC. PAC (MAXARPAC)|Q|B|M|43766.05|0|43766.05|0|0|0|0|40000|0|0|0|0|0|136885.03|140651.08|0|0|40000|0|0|0|09/30/2019
C00370643|PURDUE PHARMA INC. POLITICAL ACTION COMMITTEE (PURDUE PAC)|Q|B|T|2750.32|0|2531.5|0|0|0|0|46644.57|0|0|0|0|0|43894.25|0|0|0|5000|0|0|0|09/16/2019
C00370650|FRIENDS OF JEB HENSARLING|Q|U|T|839.24|0|0|0|0|0|0|617855.55|558756.3|0|0|0|0|617016.31|0|0|0|0|0|0|0|10/15/2019
C00370759|DRINKER BIDDLE POLITICAL ACTION COMMITTEE|Q|B|Q|31534.49|0|31534.49|0|0|0|0|13468.09|0|0|0|0|0|127974.1|146040.5|1065|0|10500|0|0|0|06/30/2019
C00371088|INTERACTIVE CORP POLITICAL ACTION COMMITTEE AKA IACPAC|Q|U|Q|0|0|0|0|0|0|0|920.33|0|0|0|0|0|58436.52|57516.19|0|0|0|0|0|0|09/30/2019
C00371484|MAINE PEOPLE'S ALLIANCE CAMPAIGN MAINE|N|U|Q|100|0|100|0|0|0|0|0|0|0|0|0|0|590|690.66|0|0|0|0|0|0|09/30/2019
C00371625|NATIONAL AIR CARRIER ASSOCIATION POLITICAL ACTION COMMITTEE|N|U|Q|0|0|0|0|0|0|0|122.37|0|0|0|0|0|3554.77|3432.46|0|0|0|0|0|0|06/30/2019
C00371757|TAIWANESE AMERICAN ACTION COUNCIL - PAC|Q|U|T|0|0|0|0|0|0|0|999.43|0|0|0|0|0|999.43|0|0|0|500|0|0|0|06/30/2019
C00371856|IOWA CORN GROWERS ASSOCIATION PAC|Q|U|Q|2375|0|2375|0|0|0|0|1500|0|0|0|0|0|9479.52|10354.52|0|0|1500|0|0|0|06/30/2019
C00371948|BRIDGESTONE AMERICAS INC. PAC|Q|B|M|20301.55|0|20301.55|0|0|0|0|11001.57|0|0|0|0|0|63778.12|73078.1|0|0|7500|0|0|0|09/30/2019
C00372201|REDWINGMCPAC|N|U|Q|-4713.24|0|0|0|0|0|0|47823.93|0|0|0|0|0|731439.85|678902.68|0|0|1500|0|0|0|06/30/2019
C00372367|HAEMONETICS CORPORATION POLITICAL ACTION COMMITTEE (HAEMOPAC)|N|U|Q|0|0|0|0|0|0|0|15|0|0|0|0|0|10515|10500|0|0|0|0|0|0|06/30/2019
C00372441|VISION COUNCIL OF AMERICA POLITICAL ACTION COMMITTEE|Q|B|M|0|0|0|0|0|0|0|65|0|0|0|0|0|1999.66|1934.66|0|0|0|0|0|0|09/30/2019
C00372862|PEOPLE FOR BIKES COALITION LTD. POLITICAL ACTION COMMITTEE, DBA 'BIKESPAC'|Q|U|Q|7350|0|7350|0|0|0|0|12680|0|0|0|0|0|75696.72|70366.72|0|0|12500|0|0|180|06/30/2019
C00372979|RADIANCE TECHNOLOGIES INC. POLITICAL ACTION COMMITTEE|Q|U|M|29106.7|0|29106.7|0|0|0|0|102727.14|0|0|0|0|0|97201.93|23581.49|0|0|60000|0|0|0|10/31/2019
C00373050|SMART POLITICAL ACTION LEAGUE LOCAL 137|N|U|Q|28402.17|0|27860.5|0|0|0|0|28739.39|20000|0|0|0|0|7403.57|7066.35|0|0|0|0|0|0|09/30/2019
C00373217|PENSKE TRUCK LEASING CO LP POLITICAL ACTION COMMITTEE|Q|B|M|13940|0|13940|0|0|0|0|13500|0|0|0|0|0|157399.57|157839.57|0|0|13500|0|0|0|09/30/2019
C00373340|FIRST DISTRICT CONGRESSIONAL DEMOCRATIC IOWA|Y|U|Q|38017.05|0|22841.05|14426|0|0|0|23198.2|0|3|0|0|0|10800.99|25619.84|0|0|0|0|0|10609.96|09/30/2019
C00373696|AMERICAN PSYCHIATRIC ASSOCIATION POLITICAL ACTION COMMITTEE|Q|B|M|191231.37|0|185670.85|0|0|0|0|241892.99|0|25|0|0|0|135978.36|85316.74|0|0|236000|0|0|0|09/30/2019
C00373837|GROUP 1 AUTOMOTIVE INC. PAC|Q|U|Q|22064.42|0|22064.42|0|0|0|0|3000|0|0|0|0|0|33490.33|52554.75|0|0|1500|0|0|0|06/30/2019
C00373910|GLOBAL BUSINESS TRAVEL ASSOCIATION PAC (BUSINESS TRAVEL PAC)|Q|B|M|35952.82|0|30952.82|5000|0|0|0|36547.45|0|0|0|0|0|170082.14|169487.51|0|0|34000|0|0|0|09/30/2019
C00374066|SMITH & NEPHEW, INC. PAC (S+N PAC)|Q|U|M|50133.33|0|50119.36|0|0|0|0|42505.8|0|0|0|0|0|45554.28|53181.81|0|0|42500|0|0|0|10/31/2019
C00374298|NATIONAL PEANUT BUYING POINTS ASSOCIATION PEANUT BUYING POINT PAC|Q|U|M|64015|0|64015|0|0|0|0|46000|0|0|0|0|0|24489.24|42504.24|0|0|46000|0|0|0|09/30/2019
C00374306|FOURTH DISTRICT DEMOCRATIC CENTRAL COMMITTEE|X|U|Q|597.92|0|596|0|0|0|0|324.26|0|0|0|0|0|5103.55|5377.21|0|0|0|0|0|0|09/30/2019
C00374355|SHIPBUILDERS COUNCIL OF AMERICA PAC|Q|B|Q|34900|0|29400|5500|0|0|0|34000|0|0|0|0|0|10352.25|11252.25|0|0|34000|0|0|0|06/30/2019
C00374363|AMERICAN FOREIGN SERVICE ASSOCIATION POLITICAL ACTION COMMITTEE|Q|B|M|10473.89|0|10473.89|0|0|0|0|6855.94|0|0|0|0|0|17348.76|20966.71|0|0|3000|0|0|0|10/31/2019
C00374371|UTAH BANKERS ASSOCIATION ACTION PAC|Q|U|Q|24577.26|0|24577.26|0|0|0|0|27158.76|0|0|0|0|0|33557.03|30975.53|0|0|20000|0|0|0|09/30/2019
C00374447|AECOM PAC|Q|B|M|230758.88|0|229758.88|0|0|0|0|297785.34|0|200|0|0|0|196050.96|129024.5|0|0|240500|0|0|0|09/30/2019
C00375048|CONSUMER TECHNOLOGY ASSOCIATION PAC|Q|B|M|215871.62|0|205371.62|10000|0|0|0|150672.53|0|25|0|0|0|109841.07|175040.16|0|0|149900|0|0|0|09/30/2019
C00375154|CALIFORNIA THOROUGHBRED BREEDERS ASSOCIATION FEDERAL PAC|Q|U|Q|5.07|0|0|0|0|0|0|3800.21|0|0|0|0|0|11163.91|7368.77|0|0|3800|0|0|0|06/30/2019
C00375584|GREAT LAKES PAC|Q|D|Q|188033.36|0|16533.36|171500|0|0|0|245680.67|0|0|0|0|0|87199.05|29551.74|0|0|77500|0|0|0|06/30/2019
C00375691|NEW VISION AMERICA FUND|Q|D|Q|0|0|0|0|0|0|0|600|0|0|0|0|0|20800.13|20200.13|0|0|0|0|0|0|06/30/2019
C00375782|US ECOLOGY, INC. POLITICAL ACTION COMMITTEE (USE PAC)|Q|U|Q|22075.52|0|22075.52|0|0|0|0|6000|0|0|0|0|0|57324.47|73399.99|0|0|6000|0|0|0|06/30/2019
C00376269|LEADERSHIP FOR AMERICA'S CHILDREN AND FAMILIES|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|35107.11|35107.11|0|0|0|0|0|0|06/30/2019
C00376343|NATIONAL CORN GROWERS ASSOCIATION PAC (CORNPAC)|Q|B|M|127495.8|0|127495.8|0|0|0|0|144556.26|0|0|0|0|0|136280.92|119220.46|0|0|140000|0|0|0|09/30/2019
C00376376|THE TRAVELERS COMPANIES, INC. POLITICAL ACTION COMMITTEE (T-PAC)|Q|B|M|299175.42|0|299175.42|0|0|0|0|237200|0|0|0|0|0|212023.92|273999.34|0|0|186000|0|0|0|09/30/2019
C00376582|BECTON, DICKINSON AND COMPANY PAC|Q|B|Q|41908.22|0|40406.19|0|0|0|0|49253.52|0|-120|0|0|0|26368.45|19023.15|0|0|49000|0|0|0|06/30/2019
C00376590|ILLINOIS CORN GROWERS ASSOCIATION POLITICAL INVOLVEMENT FUND-FEDERAL|Q|U|Q|22168.94|0|22101|0|0|0|0|34000|0|0|0|0|0|162845.21|151014.15|0|0|34000|0|0|0|09/30/2019
C00376756|SPEAK UP AMERICA POLITICAL ACTION COMMITTEE|Q|D|Q|9000|0|5000|4000|0|0|0|2159.99|0|0|0|0|0|6336.24|13176.25|0|0|0|0|0|0|06/30/2019
C00376863|WESTFIELD FEDERAL EMPLOYEE POLITICAL ACTION COMMITTEE OF OHIO FARMERS INSURANCE COMPANY|Q|U|Q|59488.44|0|59488.44|0|0|0|0|40450|0|0|0|0|0|30187.15|49225.59|0|0|24500|0|0|0|06/30/2019
C00377002|AMERICA FIRST NATIONAL COMMITTEE|X|U|M|0|0|0|0|0|0|0|2301.04|0|0|0|0|0|4603.96|2302.92|0|0|0|0|0|0|10/31/2019
C00377044|AT&T INC. OHIO EMPLOYEE POLITICAL ACTION COMMITTEE|Q|B|M|28932.15|0|28852.81|0|0|0|0|18262.5|0|12.5|0|0|0|8063.59|18733.24|0|0|0|0|0|0|10/31/2019
C00377051|SACRAMENTO VALLEY LINCOLN CLUB FEDERAL|Q|U|M|7030|0|7030|0|0|0|0|6650.52|0|75|0|0|0|1169.58|1549.06|0|0|1500|0|0|0|09/30/2019
C00377143|BUILD AMERICA PAC|N|D|Q|24307.15|0|2800|21500|0|0|0|45401.81|0|0|0|0|0|46413.38|25318.72|0|0|9000|0|0|0|06/30/2019
C00377168|FEMINIST MAJORITY PAC|Q|U|Q|375|0|375|0|0|0|0|821.36|0|0|0|0|0|4171.18|3724.82|0|0|0|0|0|0|06/30/2019
C00377291|NATIONAL BISON ASSOCIATION PAC|N|U|A|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|09/30/2019
C00377333|ALBEMARLE CORPORATION POLITICAL ACTION COMMITTEE|Q|B|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|53954.26|53954.26|0|0|0|0|0|0|06/30/2019
C00377549|USA FARMWORKER PAC|Q|U|Q|4571.29|0|4530|0|0|0|0|11300|0|0|0|0|0|51409.5|44687.16|0|0|11300|0|0|0|09/30/2019
C00377598|COMMITTEE FOR A SENSIBLE SOUTHERN PINES ABERDEEN PY PASS|N|U|Q|0|0|0|0|0|0|0|20|0|0|0|0|0|16727.4|16707.4|0|0|0|0|0|0|06/30/2019
C00377689|PROSPERITY ACTION, INC.|Q|D|Q|55371.57|1495.03|0|0|0|0|0|1945936.33|94607.07|0|-5000|0|0|2224964.74|334399.98|0|0|30000|0|0|0|06/30/2019
C00377754|FLORIDA MUNICIPAL ELECTRIC ASSOCIATION INC PAC FMEA PAC|Q|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|14963.16|0|0|0|0|0|0|0|06/30/2019
C00377952|CUMMINS INC. POLITICAL ACTION COMMITTEE (CIPAC)|Q|B|Q|69281.57|0|68281.57|0|0|0|0|54600|0|0|0|0|0|34759.53|49441.1|0|0|50000|0|0|0|06/30/2019
C00377960|II-VI INCORPORATED PAC|Q|U|Q|1593.96|0|1593.96|0|0|0|0|9114.5|0|0|0|0|0|39510.31|31989.77|0|0|9100|0|0|0|06/30/2019
C00378067|MINERALS TECHNOLOGIES INC. POLITICAL ACTION COMMITTEE (MTI PAC)|Q|U|T|0|0|0|0|0|0|0|547.07|0|0|0|0|0|547.07|0|0|0|0|0|0|0|07/15/2019
C00378083|PRODUCERS RICE MILL INC PAC|Q|U|Q|12361.5|0|12361.5|0|0|0|0|13000|0|0|0|0|0|37685.67|37047.17|0|0|13000|0|0|0|09/30/2019
C00378216|SUN POLITICAL ACTION COMMITTEE (SUNPAC)|Q|U|Q|19050.8|0|19050|0|0|0|0|6900|0|0|0|0|0|17411.68|29562.48|0|0|6300|0|0|0|06/30/2019
C00378356|VIRGINIA LEADERSHIP PAC|Q|D|Q|5024.27|0|0|5000|0|0|0|275|0|0|0|0|0|48274.03|53023.3|0|0|0|0|0|0|06/30/2019
C00378661|BEALL'S PAC USA, INC.|Q|U|Q|6170.2|0|6170.2|0|0|0|0|7993.58|0|0|0|0|0|8595.6|6772.22|0|0|5000|0|0|0|06/30/2019
C00378695|VICTORY IN NOVEMBER ELECTION PAC|Q|D|Q|61905|0|21250|40655|0|0|0|76754.86|0|0|0|0|0|66949.51|52099.65|0|0|48000|0|0|0|06/30/2019
C00378752|IBI GROUP ENGINEERING SERVICES (USA) PAC|N|U|Q|4760.04|0|4760.04|0|0|0|0|2409.98|259.98|0|0|0|0|6858.32|9208.38|0|0|0|0|0|0|06/30/2019
C00378950|SMOKE BEND ASSOCIATES LLC FEDERAL POLITICAL ACTION COMMITTEE|Q|U|Q|0|0|0|0|0|0|0|5500|0|0|0|0|0|11346.04|5846.04|0|0|5500|0|0|0|06/30/2019
