CAND_ID|CAND_NAME|CAND_ICI|PTY_CD|CAND_PTY_AFFILIATION|TTL_RECEIPTS|TRANS_FROM_AUTH|TTL_DISB|TRANS_TO_AUTH|COH_BOP|COH_COP|CAND_CONTRIB|CAND_LOANS|OTHER_LOANS|CAND_LOAN_REPAY|OTHER_LOAN_REPAY|DEBTS_OWED_BY|TTL_INDIV_CONTRIB|CAND_OFFICE_ST|CAND_OFFICE_DISTRICT|SPEC_ELECTION|PRIM_ELECTION|RUN_ELECTION|GEN_ELECTION|GEN_ELECTION_PRECENT|OTHER_POL_CMTE_CONTRIB|POL_PTY_CONTRIB|CVG_END_DT|INDIV_REFUNDS|CMTE_REFUNDS
H4IL12060|BOST, MICHAEL|I|2|REP|864799.25|153351.33|263679.1|0|5320.68|606440.83|0|0|0|0|0|0|316889.92|IL|12||||||393600|0|09/30/2019|13950|2000
H8IL13150|LONDRIGAN, BETSY DIRKSEN|C|1|DEM|908632.9|22983|187595.3|0|768.26|721805.86|0|2152|0|2152|0|0|736219.76|IL|13||||||134380|0|09/30/2019|6082.32|502
H2IL13120|DAVIS, RODNEY L|I|2|REP|1506511.08|80503.47|620430.31|0|19576.43|905657.2|0|0|0|0|0|0|373424.93|IL|13||||||1044757.2|1175|09/30/2019|350|1500
H8IL14166|BROLLEY, MATT|C|1|DEM|0|0|0|0|0|249.1|0|0|0|0|0|0|0|IL|14||||||0|0|04/01/2019|0|0
H8IL14174|UNDERWOOD, LAUREN|I|1|DEM|1695152.39|95121.11|556868.83|0|35822.47|1174106.03|0|0|0|0|0|0|1298112.78|IL|14||||||297328.22|4500|09/30/2019|9081.77|1500
H0IL14080|HULTGREN, RANDY|I|2|REP|121222.72|0|69684.35|0|395.52|51933.89|0|0|0|0|3700|0|100|IL|14||||||5000|0|09/30/2019|4950|4250
H0IL14148|QUIGLEY, MATTHEW MARK MR.|C|2|REP|13961.62|0|13072.25|0|6325.8|889.37|2525|6673.62|0|0|0|6673.62|4763|IL|14||||||0|0|09/30/2019|5315|0
H0IL14155|MALOUF, DANIEL|C|2|REP|4679|0|2334.94|0|0|2344.06|0|0|0|0|0|0|4679|IL|14||||||0|0|09/30/2019|0|0
H0IL14163|GRADEL, TED|C|2|REP|568760.13|0|72664.3|0|0|496095.83|0|130000|0|0|0|130000|437460.13|IL|14||||||1300|0|09/30/2019|2600|0
H0IL14189|REZIN, SUE|C|2|REP|245522.69|0|19316.13|0|0|226206.56|0|100000|0|0|0|100000|126672.69|IL|14||||||18850|0|09/30/2019|0|0
H0IL14197|LAUF, CATALINA|C|2|REP|104396.88|0|10824.1|0|0|93572.78|0|0|0|0|0|22850|101058.18|IL|14||||||0|0|09/30/2019|1000|0
H0IL14205|CATELLA, ANTHONY|C|2|REP|586.61|0|586.61|0|0|0|586.61|0|0|0|0|0|0|IL|14||||||0|0|09/30/2019|0|0
H8IL14075|LAUZEN, CHRIS|O|2|REP|0|0|0|0|20.16|20.16|0|0|0|0|0|0|0|IL|14||||||0|0|09/30/2019|0|0
H8IL14083|OBERWEIS, JIM|C|2|REP|745895.08|0|194316.97|3850|0|551578.11|4129.42|400000|0|0|0|400000|338231.88|IL|14||||||2000|0|09/30/2019|0|0
H8IL16153|MARTER, JAMES THOMAS|C|2|REP|33699.28|0|29462.57|6417.85|420.79|4657.5|3397.64|14793.46|0|0|0|50480.92|15508.18|IL|14||||||0|0|09/30/2019|0|0
H8IL15072|GAITHER, KEVIN|C|1|DEM|881.48|0|786.48|0|76.1|171.1|0|0|0|0|0|0|881.48|IL|15||||||0|0|09/30/2019|0|0
H2IL20042|SHIMKUS, JOHN M|I|2|REP|549962.28|0|553332.74|0|1000738.78|997368.32|67.04|0|0|0|0|0|77447|IL|15||||||466000|0|09/30/2019|0|21500
H6IL15084|MCCARTER, KYLE|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|171823.68|0|IL|15||||||0|0|09/30/2019|0|0
H8IL16096|MOHAMMAD, NEILL DR.|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|IL|16||||||0|0|09/30/2019|0|0
H8IL16120|DADY, SARA|C|1|DEM|2080|0|339.9|0|-16574.74|-14834.64|0|0|0|0|0|1000|2080|IL|16||||||0|0|03/31/2019|0|0
H0IL11052|KINZINGER, ADAM|I|2|REP|948177.48|498156.78|395416.83|0|1006464.11|1559224.76|0|0|0|0|0|0|320284|IL|16||||||129735|0|09/30/2019|350|0
H2IL17071|BUSTOS, CHERI|I|1|DEM|1507690.2|19175|1142807.84|0|2334441.18|2699323.54|0|0|0|0|0|0|731025.24|IL|17||||||678515.13|29.54|09/30/2019|2750|1000
H0IL17083|KING, ESTHER JOY|C|2|REP|123068.6|0|4280.97|0|0|118787.63|101|1500|0|0|0|1500|117967.6|IL|17||||||3000|500|09/30/2019|0|0
H4IL17077|FAWELL, WILLIAM W|C|2|REP|1500|0|895|0|0|590.75|0|0|0|0|0|0|1500|IL|17||||||0|0|09/30/2019|0|0
H6IL18161|RODRIGUEZ, JUNIUS|C|1|DEM|0|0|4905.41|0|4905.41|0|0|0|0|0|0|0|0|IL|18||||||0|0|03/31/2019|0|0
H8IL18092|DETERS, BRIAN|C|1|DEM|0|0|45|0|812.77|767.77|0|0|0|0|0|0|0|IL|18||||||0|0|09/30/2019|0|0
H6IL18088|LAHOOD, DARIN MCKAY|I|2|REP|1180311.53|22381.01|657860.95|0|1591585.4|2114035.98|0|0|0|0|0|0|392646.07|IL|18||||||763925|800|09/30/2019|1658|0
H6IL18138|RIENTS, DONALD|C|2|REP|5|0|0|0|9.12|14.12|5|0|0|0|0|0|0|IL|18||||||0|0|09/30/2019|0|0
H8IL18043|SCHOCK, AARON JON MR.|I|2|REP|38030.56|5207.33|25000|0|5749.9|18780.46|0|0|0|0|0|746985.45|0|IL|18||||||0|0|09/30/2019|0|0
H4IN01012|VISCLOSKY, PETER J.|I|1|DEM|544096.9|0|407799.75|0|378554.23|514851.38|0|0|0|0|0|0|208146.9|IN|01||||||333450|2500|09/30/2019|0|0
H8IN01179|IVANOVICH, ROSEANN P.|C|2|REP|14708.69|0|9227.21|0|-5481.48|0|14508.69|0|0|0|0|0|200|IN|01||||||0|0|05/20/2019|0|0
H0IN02232|MARKS, ELLEN L.|C|1|DEM|81175|0|36288.73|0|0|44886.27|3|34250|0|0|0|34250|46922|IN|02||||||0|0|09/30/2019|0|0
H6IN02155|COLEMAN, LYNN CARNELL|C|1|DEM|0|0|10997.56|0|10997.56|0|0|0|0|0|0|0|0|IN|02||||||0|0|03/05/2019|0|0
H8IN02169|HALL, MEL|C|1|DEM|40129.43|0|5464.67|0|57224.79|91889.55|0|0|0|0|0|0|0|IN|02||||||0|0|09/30/2019|0|0
H8IN02177|HACKETT, MARY PATRICIA|C|1|DEM|112415.6|0|32281.92|0|168.25|81331.57|240|1750|0|0|0|0|109925.6|IN|02||||||0|500|09/30/2019|0|0
H0IN02190|WALORSKI SWIHART, JACKIE|I|2|REP|805580.73|217834.34|319425.7|0|118031.12|604186.15|0|0|0|0|0|0|80638|IN|02||||||507108.39|0|09/30/2019|0|1800
H8IN03076|TRITCH, COURTNEY|C|1|DEM|0|0|7630.2|0|7630.2|0|0|0|0|0|0|0|0|IN|03||||||0|0|03/30/2019|-3|0
H0IN03222|MAGIERA, CHRIS|C|2|REP|45170|0|30796.75|0|0|14373.25|0|45000|0|0|0|45000|170|IN|03||||||0|0|09/30/2019|0|0
H6IN03229|BANKS, JAMES E HON.|I|2|REP|509237.64|0|266587.78|0|11508.67|254158.53|0|0|0|0|0|29421.23|247225.11|IN|03||||||251325|0|09/30/2019|4300|0
H8IN04140|MACKEY, JOSEPH WILLIAM MR|O|1|DEM|2415|0|1240.09|0|-751.38|423.53|0|0|0|0|0|0|2415|IN|04||||||0|0|09/30/2019|0|0
H0IN04170|ROKITA, THEODORE EDWARD|I|2|REP|25.43|0|17414.78|0|62606.05|45216.7|0|0|0|0|0|0|0|IN|04||||||0|0|09/30/2019|0|0
H8IN04199|BAIRD, JAMES R DR.|I|2|REP|163629.89|27507.42|112154.33|0|109801.51|161277.07|0|0|0|40000|0|205500|57372.47|IN|04||||||78750|0|09/30/2019|0|0
H0IN05219|HALE, CHRISTINA|O|1|DEM|326367.89|0|73690.85|0|0|252677.04|5700|0|0|0|0|0|275161.45|IN|05||||||45506.44|0|09/30/2019|900|0
H0IN05227|JACOBS, ANDREW JAMES JR.|O|1|DEM|3716|0|216|0|0|3500|216|0|0|0|0|0|3500|IN|05||||||0|0|09/30/2019|0|0
H8IN05188|THORNTON, DIERDRE|O|1|DEM|38073.71|0|24859.42|0|37362.65|50576.94|0|0|0|0|0|0|38073.71|IN|05||||||0|0|09/30/2019|0|0
H8IN05196|CHRISTIE, JENNIFER|O|1|DEM|8841.41|0|5780.2|0|2192.53|5253.74|1504.45|0|0|0|0|0|7336.96|IN|05||||||0|0|09/30/2019|0|0
H0IN05201|BECKWITH, MICAH|O|2|REP|85783.39|0|36619.72|0|0|49163.67|0|2065.67|0|0|0|2065.67|83717.72|IN|05||||||0|0|09/30/2019|0|0
H0IN05235|BRAUN, STEVEN J|O|2|REP|46600|0|30720.71|0|0|15879.29|0|40000|0|0|0|40000|6600|IN|05||||||0|0|09/30/2019|0|0
H0IN05243|MITCHELL, KELLY|O|2|REP|102651|0|5771.28|0|0|96879.72|0|0|0|0|0|13118.8|101051|IN|05||||||1600|0|09/30/2019|0|0
H2IN05082|BROOKS, SUSAN MRS.|I|2|REP|227853.19|0|351162.69|0|864925.84|741616.34|0|0|0|0|0|0|73034.53|IN|05||||||151554.56|0|09/30/2019|20700|17500
H2IN06023|BURTON, DANNY L|C|2|REP|787.63|0|7894|0|105629.98|99635.61|0|0|0|0|0|0|0|IN|05||||||0|0|09/30/2019|0|0
H0IN02125|MESSER, ALLEN LUCAS|I|2|REP|0|0|2159.75|0|8384.6|6224.85|0|0|0|0|0|0|0|IN|06||||||0|0|06/24/2019|0|0
H2IN06171|BATES, DON JR|O|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|IN|06||||||0|0|09/30/2019|0|0
H8IN06079|LAMB, JONATHAN M.|O|2|REP|0|0|0|0|416.1|416.1|0|0|0|0|0|250000|0|IN|06||||||0|0|09/30/2019|0|0
H8IN06129|PENCE, GREGORY J.|I|2|REP|892282.93|180662.37|734232.89|35000|200526|358576.04|0|0|0|0|0|0|608172.08|IN|06||||||100500|0|09/30/2019|3637|0
H8IN07176|ORENTLICHER, DAVID|O|1|DEM|0|0|0|0|7554|7554|0|0|0|0|0|0|0|IN|07||||||0|0|09/30/2019|0|0
H8IN07184|CARSON, ANDRE|I|1|DEM|392136.16|0|332577.7|0|850497.21|910055.67|0|0|0|0|0|0|229780.95|IN|07||||||156150|3675|09/30/2019|0|0
H8IN07259|PING, CATHERINE LOUISE "CAT"|C|2|REP|0|0|1837.26|0|1837|1837.26|0|0|0|0|0|0|0|IN|07||||||0|0|06/30/2019|0|0
H6IN08244|DRAKE, RON|C|1|DEM|0|0|337|0|842|505.83|0|0|0|0|0|0|0|IN|08||||||0|0|09/30/2019|0|0
H0IN08114|BUCSHON, LARRY D.|I|2|REP|354110.2|0|258391.94|0|234230.98|329949.24|0|0|0|0|0|0|128960.2|IN|08||||||225150|0|09/30/2019|0|0
H6IN08228|MOSS, RICHARD MARC|C|2|REP|0|0|464.65|0|464.65|0|0|0|0|449.7|0|0|0|IN|08||||||0|0|09/30/2019|0|0
H8IN09081|CANON, DANIEL J|C|1|DEM|0|0|1909.86|0|0|-1697.6|0|0|0|0|0|0|0|IN|09||||||0|0|09/30/2019|0|0
H8IN09107|WATSON, LIZ|C|1|DEM|0|0|6088.77|0|16509.47|10420.7|0|0|0|0|0|0|0|IN|09||||||0|0|09/30/2019|1740|0
H0IN09070|YOUNG, TODD CHRISTOPHER|I|2|REP|786342.41|248472.48|245225.5|0|291136.1|832253.01|0|0|0|0|0|0|425874.93|IN|09||||||111995|0|09/30/2019|211|0
H6IN09150|WALTZ, DARRYL BRENT JR|O|2|REP|0|0|0|0|0|0|0|0|0|0|0|120844|0|IN|09||||||0|0|09/30/2019|0|0
H6IN09168|PFAFF, JAMES R|O|2|REP|0|0|0|0|0|0|0|0|0|0|0|25290.95|0|IN|09||||||0|0|09/30/2019|0|0
H6IN09176|HOLLINGSWORTH, TREY|I|2|REP|581346.19|0|164304.09|0|7325.88|424367.98|0|0|0|0|0|630521.48|78951.74|IN|09||||||488250|0|09/30/2019|0|0
H0IN09138|KNOTT, GREG S|C|3|LIB|0|0|10|0|129|119.34|0|0|0|0|0|5153.8|0|IN|09||||||0|0|09/30/2019|0|0
H0KS01172|BARNETT, KALI|C|1|DEM|60332.19|0|18716.28|0|0|41615.91|0|0|0|0|0|0|60332.19|KS|01||||||0|0|09/30/2019|0|0
H4KS01059|LAPOLICE, ALAN|C|1|DEM|0|0|0|0|5.25|5.25|0|0|0|0|0|31489.73|0|KS|01||||||0|0|06/30/2019|0|0
H0KS01123|MANN, TRACEY ROBERT|C|2|REP|256472|0|2968.15|0|0|253503.85|0|200|0|0|0|148609.1|255272|KS|01||||||1000|0|09/30/2019|0|0
H0KS01198|CLIFFORD, BILL DR|C|2|REP|390141.04|0|1143.02|0|0|388998.02|0|250000|0|0|0|273643.75|135141.04|KS|01||||||5000|0|09/30/2019|0|0
H6KS01146|HUELSKAMP, TIMOTHY A REP.|C|2|REP|108.52|0|3826.96|2000|58333.51|54615.07|0|0|0|0|0|0|0|KS|01||||||0|0|09/30/2019|0|0
H6KS01179|MARSHALL, ROGER W|I|2|REP|1496142.5|0|214193.77|0|608285.86|1890234.59|0|0|0|0|0|35000|857540.63|KS|01||||||636937.6|0|09/30/2019|2250|0
H0KS02170|HODGSON, ABBIE|C|1|DEM|68776.88|0|45686.5|0|0|23090.38|0|0|0|0|0|13750|68776.88|KS|02||||||0|0|09/30/2019|115|0
H8KS02173|DAVIS, PAUL T.|O|1|DEM|72270.19|0|35243.23|0|31166.41|68143.37|0|0|0|0|0|0|1320|KS|02||||||0|0|09/30/2019|1175|0
H0KS02188|LATURNER, JAKE|C|2|REP|540121.92|443009.16|12768.76|0|0|527353.16|0|0|0|0|0|0|97112.76|KS|02||||||0|0|09/30/2019|0|0
H8KS02157|TYSON, CARYN|O|2|REP|1202.67|0|100059.96|0|303637.85|204780.56|0|0|0|0|0|205476|0|KS|02||||||0|0|09/30/2019|0|0
H8KS02181|JONES, KEVIN|O|2|REP|0|0|.01|0|.01|0|0|0|0|0|0|0|0|KS|02||||||0|0|10/21/2019|.01|0
H8KS02199|WATKINS, STEVEN C. JR.|I|2|REP|624532.34|108298.01|274935.24|0|34589.84|384186.94|0|0|0|0|0|253000|269110.8|KS|02||||||235674.32|0|09/30/2019|250|25
H6KS03241|SIDIE, JAY|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|KS|03||||||0|0|01/20/2019|0|0
H8KS03106|RAMSEY, ANDREA|C|1|DEM|0|0|77340.02|0|77340.02|0|0|0|0|0|0|0|0|KS|03||||||0|0|05/29/2019|7685|0
H8KS03114|NIERMANN, TOM|C|1|DEM|6267.08|0|6520.75|0|253.67|0|6267.08|0|0|0|0|0|0|KS|03||||||0|0|01/29/2019|0|0
H8KS03122|WELDER, BRENT|C|1|DEM|0|0|298.77|0|298.77|0|0|0|0|0|0|0|0|KS|03||||||0|0|01/22/2019|0|0
H8KS03155|DAVIDS, SHARICE|I|1|DEM|1584959.41|48772.2|432149.54|0|8632.43|1161442.3|0|0|0|0|0|79613.84|1095609.07|KS|03||||||417453.17|1132.88|09/30/2019|6612.5|2000
H0KS03137|YODER, KEVIN|C|2|REP|6341.03|0|37654.52|0|125072.67|93759.18|0|0|0|0|0|0|0|KS|03||||||0|0|09/30/2019|500|0
H0KS03228|WEIR, SARA HART|C|2|REP|260480.45|0|30408.23|0|0|230072.22|100|35000|0|0|0|35000|188880|KS|03||||||36500|0|09/30/2019|0|0
H0KS03236|ADKINS, AMANDA|C|2|REP|296477.52|0|30589.21|0|0|265888.31|2103.82|0|0|0|0|0|290373.7|KS|03||||||3500|0|09/30/2019|0|0
H8KS04088|LOMBARD, LAURA|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|8284.4|0|KS|04||||||0|0|03/31/2019|0|0
H8KS04120|THOMPSON, JAMES A MR.|C|1|DEM|218|0|218|0|0|0|0|0|0|0|218|0|0|KS|04||||||0|0|03/31/2019|0|0
H0KS04051|POMPEO, MICHAEL R|I|2|REP|7934.51|0|5765.92|0|990492.49|992661.08|0|0|0|0|0|0|0|KS|04||||||0|0|09/30/2019|0|0
H8KS04112|ESTES, RON|I|2|REP|859390.68|5391.74|492401.59|0|270543.96|637533.05|0|0|0|0|0|0|381100.1|KS|04||||||470917.4|0|09/30/2019|1160|5000
H6KS04173|WALZ-ALLEN, MIRANDA|C|3|IND|0|0|0|0|18862.72|18862.72|0|0|0|0|0|58129.82|0|KS|04||||||0|0|09/30/2019|0|0
H8KY01074|WALKER, PAUL|C|1|DEM|0|0|216.37|0|1770.65|1554.28|0|0|0|0|0|0|0|KY|01||||||0|0|09/30/2019|0|0
H6KY01110|COMER, JAMES|I|2|REP|273482.81|0|158908.93|0|168900.38|283474.26|0|0|0|0|0|0|107042|KY|01||||||164700|0|09/30/2019|2000|0
H8KY02080|LINDERMAN, HANK|C|1|DEM|8517.05|0|12633.01|0|9216.11|5100.15|0|0|0|0|0|0|8485|KY|02||||||32.05|0|09/30/2019|0|0
H8KY02031|GUTHRIE, S. BRETT HON.|I|2|REP|605523.79|0|420422.1|0|2010499.39|2195601.08|0|0|0|0|0|0|86827.25|KY|02||||||515559.63|0|09/30/2019|0|0
H6KY03124|YARMUTH, JOHN|I|1|DEM|184928.06|0|188052.79|0|201776.43|198651.7|0|0|0|0|0|132262.4|12656.23|KY|03||||||171490.24|0|09/30/2019|50|0
H8KY03211|GLISSON, VICKIE YATES BROWN|C|2|REP|775.45|0|9627.48|0|36413.6|27561.57|0|0|0|0|0|11500|0|KY|03||||||0|0|09/30/2019|300|0
H0KY04117|OWENSBY, ALEXANDRA DR.|C|1|DEM|1730.2|0|1165.94|0|0|-8.71|500|0|0|0|0|0|1170.2|KY|04||||||0|0|09/30/2019|0|0
H8KY04169|HALL, SETH BLANE|C|1|DEM|10120|0|1165.32|0|-100|0|0|10000|0|0|0|0|120|KY|04||||||0|0|09/30/2019|0|0
H2KY04121|MASSIE, THOMAS H.|I|2|REP|121104.44|27924.71|104369.51|0|225343.75|242078.68|0|0|0|0|0|0|41685.37|KY|04||||||50418.68|0|09/30/2019|0|0
H6KY05111|STEPP, KENNETH STEPHENSON|C|1|DEM|173|0|173|0|0|0|0|0|0|74|0|0|0|KY|05||||||0|0|03/22/2019|0|0
H0KY05015|ROGERS, HAROLD DALLAS|I|2|REP|209006.67|0|160187.42|0|1008516.4|1057335.65|0|0|0|0|0|0|100204.33|KY|05||||||106500|0|09/30/2019|1000|0
H0KY06179|HICKS, JOSH|C|1|DEM|121073.63|0|36301.59|0|0|84772.04|0|0|0|0|0|2500|114673.63|KY|06||||||6400|0|09/30/2019|0|200
H4KY06072|CHANDLER, A.B. III|C|1|DEM|0|0|3427.24|0|3632.93|205.69|0|0|0|0|0|0|0|KY|06||||||0|0|09/30/2019|0|0
H8KY06164|MCGRATH, AMY|C|1|DEM|8625.54|429.7|272672.59|21734.4|267956.28|3909.23|0|0|0|0|0|0|0|KY|06||||||0|0|09/30/2019|2282.97|0
H8KY06172|GRAY, JAMES P.|C|1|DEM|2234.71|0|2234.71|0|0|0|0|0|0|0|0|0|0|KY|06||||||0|0|06/30/2019|0|0
H0KY06104|BARR, GARLAND ANDY|I|2|REP|1426106.73|168414.98|360201.49|12863.14|134678.69|1200583.93|0|0|0|0|0|25000|501132.99|KY|06||||||728946.39|0|09/30/2019|6575|1000
H8LA01122|SAVOIE, TAMMY MARIE DR|C|1|DEM|0|0|1512.13|0|1512.13|0|0|0|0|482.13|0|8017.87|0|LA|01||||||0|0|09/30/2019|0|0
H8LA01130|FRANCIS, JIM|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|LA|01||||||0|0|09/30/2019|0|0
H0LA01087|SCALISE, STEVE MR|I|2|REP|8974892.82|2168928.14|6498476.55|1240900|1785499.51|4261915.78|0|0|0|0|0|0|6798309.22|LA|01||||||0|0|09/30/2019|158914|4800
H8LA02054|RICHMOND, CEDRIC L.|I|1|DEM|554121.64|0|359418.66|0|468254.3|662957.28|0|0|0|0|0|8000|144092|LA|02||||||410004|0|09/30/2019|0|0
H8LA02153|SCHMIDT, JESSE|C|3|NPA|0|0|0|0|0|0|0|0|0|0|0|0|0|LA|02||||||0|0|03/31/2019|0|0
H8LA02062|MORENO, HELENA|C|3|UNK|0|0|0|0|252.58|252.58|0|0|0|0|0|74180|0|LA|02||||||0|0|09/30/2019|0|0
H6LA03155|RADER, LARRY|C|1|DEM|3650|0|4674|0|1026.48|2.48|0|3650|0|0|0|66152.92|0|LA|03||||||0|0|09/30/2019|0|0
H8LA03094|METHVIN, MIMI|C|1|DEM|1406.92|0|10216.38|0|12741.43|3931.97|0|0|0|10000|0|41000|100|LA|03||||||0|0|09/30/2019|20|0
H4LA03069|TAUZIN, WILBERT J III|O|2|REP|0|0|1500|0|2244.1|744.1|0|0|0|0|0|0|0|LA|03||||||0|0|09/30/2019|0|0
H6LA03080|KNEZEK, ERICK|O|2|REP|0|0|7619.35|0|7619.35|0|0|0|0|6819.35|0|0|0|LA|03||||||0|0|04/15/2019|0|0
H6LA03130|ANGELLE, SCOTT MR.|C|2|REP|2425.57|0|2425.57|0|149.11|149.11|2425.57|0|0|0|0|32450|0|LA|03||||||0|0|09/30/2019|0|0
H6LA03148|HIGGINS, CLAY CAPTAIN|I|2|REP|273404.8|0|201871.75|250|40688.01|112221.06|0|0|0|0|0|0|209604.8|LA|03||||||63800|0|09/30/2019|5800|0
H8LA03037|GUILLORY, JOSHUA S|C|2|REP|13811.3|0|14272.71|0|1627.21|1165.8|0|13711.3|0|0|0|23053.2|100|LA|03||||||0|0|09/30/2019|3650|0
H2LA04103|MILKOVICH, JOHN CHARLES|O|1|DEM|0|0|0|0|-18.98|-18.98|0|0|0|0|0|87198.89|0|LA|04||||||0|0|09/30/2019|0|0
H6LA04153|JONES JR, J MARSHALL|O|1|DEM|0|0|0|0|7578.82|7578.82|0|0|0|0|0|341200|0|LA|04||||||0|0|09/30/2019|0|0
H8LA04282|TRUNDLE, RYAN|C|1|DEM|0|0|850.66|0|0|-39.85|0|0|0|0|0|0|0|LA|04||||||0|0|05/31/2019|0|0
H6LA04138|JOHNSON, JAMES MICHAEL|I|2|REP|483813.96|0|252341.37|0|409292.74|640765.33|0|0|0|0|0|0|297802.58|LA|04||||||186002.38|0|09/30/2019|2000|0
H4LA05064|RISER, HARTWELL NEIL JR|O|2|REP|0|0|0|0|13938.95|13938.95|0|0|0|0|0|13050|0|LA|05||||||0|0|09/30/2019|0|0
H4LA05130|MCALLISTER, VANCE MICHAEL|C|2|REP|48|0|1129.02|0|1081.02|0|0|0|0|0|0|960959.09|0|LA|05||||||0|0|09/30/2019|0|0
H4LA05221|ABRAHAM, RALPH LEE DR. JR.|I|2|REP|18415.85|0|104551.55|0|103806.7|17671|0|0|0|0|0|0|2850|LA|05||||||15500|0|09/30/2019|0|0
H4LA06120|THOMAS, CHARLES 'TREY' DR III|O|2|REP|0|0|0|0|105.14|105.14|0|0|0|0|0|241454.97|0|LA|06||||||0|0|09/30/2019|0|0
H4LA06153|GRAVES, GARRET|I|2|REP|622941.05|66514.12|351356.42|0|1484180.94|1755765.57|19.55|0|0|0|0|0|199972|LA|06||||||348408.88|0|09/30/2019|5000|0
H4LA06179|WHITNEY, LENAR|O|2|REP|0|0|100|0|980.15|880.15|0|0|0|0|0|147378.86|0|LA|06||||||0|0|09/30/2019|0|0
H8LA06055|JENKINS, LOUIS|O|2|REP|0|0|0|0|533.53|533.53|0|0|0|0|0|55947.87|0|LA|06||||||0|0|09/30/2019|0|0
H0MA01081|MORSE, ALEX|C|1|DEM|217057.78|0|94118.71|0|0|122939.07|200|0|0|0|0|0|216755.78|MA|01||||||0|0|09/30/2019|102|0
H8MA01050|AMATUL-WADUD, TAHIRAH|C|1|DEM|0|0|0|0|-4466.18|-4466.18|0|0|0|0|0|0|0|MA|01||||||0|0|09/30/2019|0|0
H8MA02041|NEAL, RICHARD E MR.|I|1|DEM|2071783.15|299497.33|1070299.4|0|3308302.26|4309786.01|0|0|0|0|0|0|584056.27|MA|01||||||1138902.5|0|09/30/2019|800|6000
H0MA01073|CAIN, JOHN|C|2|REP|9401.16|0|7797.45|0|0|1603.71|25|7750|0|0|0|7750|1626.16|MA|01||||||0|0|09/30/2019|0|0
H8MA01035|BECH, NATHAN ALEXANDER|C|2|REP|0|0|0|0|4773.74|4773.74|0|0|0|0|0|96860.95|0|MA|01||||||0|0|09/30/2019|0|0
H0MA02113|MILLER, SUMMER RAE|C|1|DEM|139.8|0|0|0|0|139.8|0|0|0|0|0|0|139.8|MA|02||||||0|0|09/30/2019|0|0
H4MA03022|MCGOVERN, JAMES P. MR.|I|1|DEM|377368.14|0|333880.02|0|301809.62|345297.74|0|0|0|0|0|0|257790.72|MA|02||||||119000|0|09/30/2019|2390|0
H8MA02090|POWERS, KEVIN WILLIAM|C|2|REP|0|0|2545.37|0|20223.21|17677.84|0|0|0|0|0|25093.09|0|MA|02||||||0|0|09/30/2019|0|0
H8MA02116|LOVVORN, TRACY LYN|C|2|REP|0|0|2188.58|0|2406.16|217.58|0|0|0|0|0|29861.81|0|MA|02||||||0|0|09/30/2019|0|0
H8MA03072|KOH, DANIEL ARRIGG|O|1|DEM|21375.06|0|9937.83|0|28682.73|40119.96|0|0|0|0|0|50000|0|MA|03||||||0|0|09/30/2019|300|0
H8MA03106|TRAHAN, LORI|I|1|DEM|1133588.65|18077.64|284832.69|0|69097.31|917853.27|0|0|0|0|0|405751.62|841946.46|MA|03||||||266650|0|09/30/2019|4700|500
H8MA03122|MATIAS, JUANA|O|1|DEM|0|0|0|0|711.68|711.68|0|0|0|0|0|0|0|MA|03||||||0|0|09/30/2019|0|0
H8MA03130|DAS, ABHIJIT BEEJ|O|1|DEM|0|0|12549.39|0|67160.04|54610.65|0|0|0|0|0|112449.12|0|MA|03||||||0|0|09/30/2019|0|0
H8MA03155|KERRIGAN, STEPHEN|O|1|DEM|0|0|11647.96|0|11647.96|0|0|0|0|0|0|0|0|MA|03||||||0|0|03/04/2019|0|0
H8MA03163|CHANDLER, ALEXANDRA ELEANOR|O|1|DEM|0|0|345.68|0|6286.73|5941.05|0|0|0|0|0|270|0|MA|03||||||0|0|09/30/2019|0|0
H8MA03171|GIFFORD, RUFUS|O|1|DEM|0|0|7072.7|0|7072.7|0|0|0|0|5612.35|0|0|0|MA|03||||||0|0|05/08/2019|0|0
H8MA03197|L'ITALIEN, BARBARA|O|1|DEM|5500|0|7215.72|0|1780.85|65.13|0|4500|0|0|0|77200|1000|MA|03||||||0|0|09/30/2019|750|0
H8MA03213|MALONE, BOPHA|O|1|DEM|0|0|0|0|6656.83|6656.83|0|0|0|0|0|12954.92|0|MA|03||||||0|0|03/31/2019|0|0
H8MA05143|TSONGAS, NICOLA S|I|1|DEM|0|0|70341.76|0|70341.76|0|0|0|0|0|0|0|0|MA|03||||||0|0|03/31/2019|0|0
H8MA03114|GREEN, RICK|O|2|REP|507.03|507.03|4040.5|0|10749.01|7215.54|0|0|0|0|0|144650|0|MA|03||||||0|0|09/30/2019|0|0
H8MA03221|MULLEN, MICHAEL P MR.|O|3|UN|0|0|175.65|0|175.65|0|0|0|0|0|0|5000|0|MA|03||||||0|0|03/31/2019|0|0
